arrest_id,person_id,age_at_arrest,sex,race,arrest_date_univ,y,current_charge_felony,num_fel_arrests_last_year
6781573,209421,55.67945205479453,M,Black,2016-08-04,0,0,0
3512764,3231517,28.975342465753425,M,Black,2018-06-30,0,1,0
4263198,3121881,31.095890410958905,M,mixed,2018-02-28,0,1,1
6863214,65316,36.42739726027397,M,Black,2016-07-08,1,1,0
6468725,1744993,63.87671232876713,M,White,2016-11-04,0,0,0
6226104,1655864,48.87945205479452,M,White,2017-01-18,0,0,0
7347268,700259,42.72328767123288,M,Black,2016-03-16,0,1,0
5396058,555286,25.87123287671233,F,Black,2017-08-07,0,1,0
6978316,80524,38.4,M,Black,2016-06-06,1,1,2
6969145,780656,19.66575342465753,M,Black,2016-06-09,0,1,0
5413918,845123,46.97260273972603,M,Black,2017-08-03,1,0,0
5941513,2852268,28.863013698630137,M,Black,2017-03-31,0,0,0
3085056,1725478,50.43561643835616,M,Indian,2018-09-04,0,0,0
5059344,8819,42.56438356164384,M,Black,2017-10-05,1,1,0
3128626,230959,28.09041095890411,M,mixed,2018-08-25,0,0,0
6446640,109307,24.194520547945206,M,Black,2016-11-11,0,1,0
6194431,63048,26.27671232876712,F,White,2017-01-26,0,0,0
7466353,858453,43.83013698630137,M,White,2016-02-13,0,0,0
6148186,1335744,32.846575342465755,F,Black,2017-02-07,1,0,1
6792133,53858,29.10684931506849,M,mixed,2016-08-01,0,0,0
3548675,1023228,26.413698630136988,F,Black,2018-06-24,0,0,0
6762675,1273296,28.167123287671235,F,White,2016-08-10,0,0,0
4183368,61596,38.53972602739726,F,White,2018-03-14,1,1,0
3102607,35048,34.986301369863014,M,mixed,2018-08-30,0,0,0
5293905,1009103,24.052054794520547,F,Black,2017-08-25,1,0,0
7454785,1462612,28.83835616438356,M,White,2016-02-17,0,0,0
6892870,909864,22.273972602739725,M,Black,2016-07-02,0,0,2
7581961,1071856,33.6986301369863,M,White,2016-01-09,0,0,0
6161824,85529,19.575342465753423,M,Black,2017-02-04,0,0,0
6614488,698945,29.66301369863013,M,Black,2016-09-21,0,0,0
6816869,85806,30.0986301369863,M,White,2016-07-23,1,0,1
3631787,1817697,50.76712328767123,M,White,2018-06-08,0,0,0
5053353,951591,26.58356164383561,M,Black,2017-10-06,0,0,0
7381538,27382,26.56438356164384,M,Black,2016-03-07,1,0,0
2532252,2582921,24.85753424657534,M,White,2018-12-16,0,0,1
6072822,909386,25.61917808219178,M,Black,2017-02-25,0,0,0
3787339,25110,22.95616438356164,M,Black,2018-05-10,1,0,2
6411247,2079709,76.73972602739725,F,White,2016-11-17,0,0,0
2747588,70259,23.843835616438355,M,mixed,2018-11-03,0,0,0
4532287,873153,19.0027397260274,M,White,2018-01-10,0,0,0
3839724,1039827,22.438356164383563,M,Black,2018-05-01,0,0,0
5339587,3370039,79.18082191780822,M,White,2017-08-17,0,0,0
5763206,146410,53.31506849315068,M,Black,2017-05-17,1,0,0
2652491,21493,24.136986301369863,M,White,2018-11-23,0,0,0
5291769,3192537,49.96986301369863,M,White,2017-08-26,0,0,0
4460552,1292211,21.145205479452056,M,Black,2018-01-23,1,0,0
5705381,720250,31.14246575342466,M,Black,2017-05-30,0,0,0
5049840,1000558,36.57808219178082,M,mixed,2017-10-08,0,0,0
2971473,929734,40.465753424657535,M,White,2018-09-24,0,0,0
6525048,912961,33.78356164383562,M,Black,2016-10-18,0,1,0
7272789,2557412,23.60821917808219,M,Black,2016-04-05,0,1,0
6928740,1124386,19.56164383561644,M,Black,2016-06-21,1,1,0
6794396,991124,53.536986301369865,M,Black,2016-07-30,1,1,0
6553405,1519445,51.96986301369863,M,Black,2016-10-10,0,0,0
7206185,915957,48.07671232876712,M,mixed,2016-04-21,0,0,0
3739546,207810,27.51780821917808,M,Black,2018-05-20,0,0,0
6681053,222575,22.824657534246576,M,Black,2016-09-01,0,0,0
3829189,2641039,32.08767123287672,F,White,2018-05-03,0,0,0
6671790,78880,52.02465753424657,M,Black,2016-09-04,1,1,0
3168313,258315,37.42191780821918,M,,2018-08-18,0,0,0
4981359,246429,30.813698630136987,M,mixed,2017-10-20,0,0,1
7495234,479978,23.75068493150685,M,White,2016-02-07,0,0,0
6724161,451627,44.64109589041096,M,Black,2016-08-21,1,1,0
4650173,91481,21.28219178082192,M,Black,2017-12-13,0,0,0
12006021,1065214,35.41917808219178,F,White,2018-04-27,0,0,0
7598842,1531743,41.62191780821918,M,Black,2016-01-04,0,0,0
5607185,3000544,22.46027397260274,M,mixed,2017-06-21,0,0,0
5710263,87608,45.41643835616439,M,Black,2017-05-28,0,0,0
6055237,2559192,65.05205479452054,M,Black,2017-03-02,0,0,0
4741552,75570,26.2027397260274,M,White,2017-11-28,0,0,0
5834411,749038,18.353424657534248,F,Black,2017-04-28,0,1,0
5846255,333745,21.72054794520548,M,Black,2017-04-25,0,0,0
3399268,1114653,39.16712328767123,M,Black,2018-07-20,0,0,0
5666449,25523,29.742465753424657,M,Black,2017-06-08,0,0,0
3720697,1023661,32.657534246575345,M,Black,2018-05-22,0,0,0
6192743,2497431,18.84931506849315,M,Black,2017-01-27,1,1,1
5328078,3192705,50.26027397260274,M,White,2017-08-20,0,0,0
3396602,1352518,23.51232876712329,M,Other,2018-07-20,0,1,0
7255049,670782,25.084931506849315,M,Black,2016-04-10,0,0,1
3601979,3363012,23.39178082191781,M,Black,2018-06-14,0,0,0
6871709,66829,48.30684931506849,M,White,2016-07-06,0,0,2
3051211,359021,48.394520547945206,M,,2018-09-09,0,0,0
6486564,1672827,47.54794520547945,M,Black,2016-10-29,0,0,0
7275867,2842887,26.90958904109589,M,White,2016-04-04,0,0,0
3188624,271093,20.695890410958903,M,Black,2018-08-11,0,0,0
5997738,229544,18.65753424657534,M,mixed,2017-03-18,0,0,0
2816767,36799,33.8986301369863,M,Black,2018-10-23,0,0,0
2766114,43195,20.693150684931503,M,Black,2018-11-01,0,0,1
7203601,1781403,24.386301369863013,M,White,2016-04-22,0,1,0
2714649,888088,30.98630136986301,M,White,2018-11-10,0,0,0
5804869,2392616,25.912328767123288,F,Black,2017-05-05,0,1,0
5513065,301613,20.295890410958904,M,Black,2017-07-13,0,0,0
7003161,3223578,41.298630136986304,F,Asian,2016-05-30,0,0,0
3138306,51576,52.04657534246575,M,Black,2018-08-23,0,0,0
7268817,25928,59.33698630136986,M,Black,2016-04-06,0,1,0
4493795,1015284,32.586301369863016,M,Black,2018-01-17,0,1,0
3851361,48528,25.53972602739726,M,White,2018-04-29,0,0,0
6577689,80568,38.68219178082192,M,Black,2016-10-01,1,1,0
3372037,982041,32.73150684931507,F,Black,2018-07-25,0,0,0
4331087,202960,38.224657534246575,M,Black,2018-02-15,1,0,0
4481139,59002,39.21095890410959,M,Black,2018-01-19,0,1,0
7200043,55112,46.46849315068493,M,White,2016-04-23,1,1,0
6707445,75036,28.55890410958904,M,White,2016-08-25,0,0,0
3548765,1288581,24.21095890410959,M,Black,2018-06-24,0,1,0
3471309,16944,39.66849315068493,M,White,2018-07-09,0,0,0
3806430,81823,34.8986301369863,M,,2018-05-07,0,0,0
4613060,77608,36.35890410958904,F,White,2017-12-20,1,0,1
6368200,989697,18.68219178082192,M,Black,2016-12-01,0,0,0
5728325,3216126,46.04109589041096,M,White,2017-05-26,0,0,0
5821772,1065197,18.03835616438356,M,White,2017-05-01,0,0,0
4612496,68213,54.00547945205479,F,Black,2017-12-20,0,0,0
5806918,231083,29.01095890410959,M,Black,2017-05-05,0,0,0
2777894,989231,20.942465753424656,M,Black,2018-10-30,0,0,0
6523146,33429,24.572602739726022,M,mixed,2016-10-19,0,1,0
4546237,38681,41.66301369863014,F,White,2018-01-08,0,0,0
5436833,2515355,27.317808219178083,M,White,2017-07-29,0,0,0
6730488,703333,42.98082191780822,M,mixed,2016-08-18,0,0,0
5142809,243409,30.34794520547945,M,Black,2017-09-21,0,0,0
4078592,974497,26.5013698630137,M,Black,2018-04-01,0,1,0
5014497,2143682,54.484931506849314,M,White,2017-10-14,0,0,0
6049457,32779,27.38082191780822,M,Black,2017-03-03,0,1,0
5591945,217338,63.69315068493151,F,Black,2017-06-26,0,1,0
7197240,1790946,51.27945205479452,M,White,2016-04-25,0,0,0
5664009,755398,27.405479452054795,M,Black,2017-06-09,0,0,0
6916329,3198370,40.895890410958906,M,White,2016-06-25,0,0,0
3247709,1814816,28.065753424657533,M,White,2018-07-31,0,0,0
5201065,1421025,36.583561643835615,M,Other,2017-09-12,0,0,0
6096461,1012225,50.65753424657535,M,White,2017-02-19,0,0,0
5902358,1005742,24.58904109589041,M,Black,2017-04-11,0,0,0
3451139,1281927,19.22739726027397,M,White,2018-07-12,0,0,0
6766557,27836,36.69041095890411,M,White,2016-08-09,0,0,0
7311479,847994,25.2986301369863,M,Black,2016-03-25,1,0,0
5739857,1499779,58.48219178082192,F,Black,2017-05-23,0,0,0
5295157,1243038,26.56712328767124,M,Black,2017-08-25,1,1,0
4507353,320209,35.61369863013699,M,White,2018-01-15,0,0,0
5132759,861665,34.63835616438356,M,Black,2017-09-23,0,0,0
3376936,85370,32.28219178082192,M,,2018-07-24,1,1,0
2725809,1253737,44.03013698630137,M,White,2018-11-08,0,0,0
6891939,1195934,56.93972602739726,M,White,2016-07-03,0,0,0
6971419,1129092,31.638356164383563,F,White,2016-06-08,1,0,3
5883782,28865,20.852054794520548,M,Black,2017-04-17,0,0,0
5792197,10071,21.95890410958904,M,Black,2017-05-09,0,0,0
4983747,9102,24.898630136986306,M,Black,2017-10-19,1,1,1
7255596,3385400,48.52054794520548,M,Black,2016-04-09,0,0,0
3394043,961194,55.55068493150685,M,Black,2018-07-20,0,0,0
6397938,2106053,47.74520547945205,F,White,2016-11-21,0,1,0
7422471,59578,39.63835616438356,M,Black,2016-02-23,1,1,0
6688760,80009,32.86027397260274,M,,2016-08-30,1,1,3
6072762,14773,28.04383561643836,M,White,2017-02-25,0,1,0
7021379,63935,29.64109589041096,F,White,2016-05-24,1,1,4
6756714,935306,41.45479452054794,M,Black,2016-08-11,0,0,0
5965226,1012253,25.04383561643836,F,Black,2017-03-27,0,0,0
6879917,3553403,45.67671232876712,F,Black,2016-07-06,0,0,0
3083255,785937,30.378082191780823,M,Black,2018-09-04,0,0,0
7055804,1782791,20.435616438356163,M,Black,2016-05-14,0,1,0
11966928,14780,22.197260273972603,M,White,2016-04-12,0,0,0
4612868,957946,33.43835616438356,F,White,2017-12-20,0,0,0
6858454,1796824,31.92054794520548,F,White,2016-07-11,0,0,0
7283727,30578,30.66849315068493,F,,2016-04-01,0,1,0
4577434,2946289,24.71232876712329,M,White,2017-12-29,0,0,0
4998162,1588377,21.09315068493151,M,Black,2017-10-17,1,1,0
5897554,1246239,20.66575342465753,M,White,2017-04-12,0,0,0
5844042,57732,26.22739726027397,M,Black,2017-04-26,0,1,0
4334398,12352,19.084931506849315,M,Black,2018-02-14,1,1,1
6704112,1307676,35.09315068493151,M,White,2016-08-26,1,0,0
6983854,83299,18.164383561643834,,Black,2016-06-04,0,0,0
6759197,1465404,27.92602739726028,M,White,2016-08-10,0,0,0
6457126,522552,32.62191780821918,F,White,2016-11-08,1,0,1
7226797,2584613,51.273972602739725,M,White,2016-04-16,0,0,0
3447120,3576545,59.85753424657534,M,,2018-07-12,0,0,0
7525705,3353632,24.649315068493152,M,Black,2016-01-28,0,0,0
3679700,81979,57.31780821917808,F,Black,2018-05-30,0,0,0
7580589,977062,45.25205479452055,M,White,2016-01-10,0,0,0
6234841,971359,30.63287671232877,M,White,2017-01-15,0,1,0
7293010,1009164,26.153424657534245,M,Black,2016-03-30,0,0,0
6015800,60742,28.254794520547943,M,Black,2017-03-13,0,0,0
6053662,13665,47.84109589041096,M,Black,2017-03-02,0,0,0
6340985,987109,38.89041095890411,M,,2016-12-13,0,1,0
5684213,3587248,34.178082191780824,M,,2017-06-04,0,0,0
6303916,717027,35.413698630136984,M,Black,2016-12-26,0,1,0
6074502,68785,39.4027397260274,,Black,2017-02-24,1,1,0
2586870,24750,35.0958904109589,M,White,2018-12-06,0,0,0
5469978,2455042,51.64657534246575,M,Black,2017-07-24,0,0,0
4290696,1107929,49.46849315068493,F,White,2018-02-23,0,0,0
7477256,1708343,28.41917808219178,M,White,2016-02-10,0,0,0
2868457,320713,30.273972602739725,F,White,2018-10-12,0,0,0
2922536,71257,33.32054794520548,M,Black,2018-10-02,0,0,0
4513745,134133,51.136986301369866,M,Black,2018-01-14,0,0,0
3802665,741080,65.33972602739726,M,Black,2018-05-08,0,1,0
5474682,1348192,19.54520547945205,M,Black,2017-07-21,0,0,0
3234875,342986,50.80821917808219,M,Black,2018-08-02,0,1,2
7481919,655898,19.778082191780825,M,mixed,2016-02-09,1,0,0
5296171,883909,31.32602739726028,F,White,2017-08-25,0,0,0
3732305,2871550,54.35342465753425,M,White,2018-05-21,0,0,0
4414756,43143,35.93150684931507,M,White,2018-01-31,1,1,0
6304179,2601543,18.410958904109588,,White,2016-12-25,0,1,0
6659898,1065548,18.39452054794521,M,White,2016-09-07,0,0,0
7601167,1330380,37.36164383561644,M,Black,2016-01-04,0,0,0
5775568,1026471,21.797260273972604,M,Black,2017-05-14,0,1,1
3573863,126282,36.465753424657535,M,Black,2018-06-20,0,0,1
5971205,1012418,40.59452054794521,M,,2017-03-26,0,0,0
6725214,1644761,18.775342465753425,M,White,2016-08-20,0,0,0
6931649,1256556,20.413698630136988,M,White,2016-06-20,0,0,0
2680535,84027,39.26849315068493,M,Black,2018-11-18,0,1,0
3836808,359972,27.076712328767123,F,Black,2018-05-01,0,0,0
4129776,343162,28.81917808219178,M,Black,2018-03-24,0,0,0
7386847,2934677,22.624657534246577,M,White,2016-03-04,0,0,0
6046758,731121,55.68219178082192,F,Black,2017-03-04,0,0,0
3052452,1127005,52.342465753424655,M,White,2018-09-08,0,0,0
3824510,2594951,19.32602739726028,M,,2018-05-04,0,0,0
5768641,309222,25.934246575342467,M,Black,2017-05-16,0,0,0
5600399,1750067,32.02191780821918,F,Black,2017-06-23,0,0,0
7307171,1309468,35.24931506849315,F,White,2016-03-26,0,0,0
4521188,637495,23.410958904109588,M,Black,2018-01-12,1,1,0
6604737,85446,18.117808219178084,M,Black,2016-09-22,1,1,0
5741406,3102375,55.772602739726025,M,mixed,2017-05-23,0,0,0
3403451,1352780,49.43561643835616,F,,2018-07-19,0,0,0
3173957,848793,25.6027397260274,M,Black,2018-08-17,0,0,0
4985620,3191484,26.04109589041096,M,White,2017-10-19,0,0,0
7255033,69058,49.24931506849315,F,mixed,2016-04-10,1,0,0
5232450,23004,55.75890410958904,M,White,2017-09-07,0,0,0
6676950,3462861,71.27123287671233,M,Black,2016-09-02,0,0,0
4524599,81290,20.134246575342463,M,Black,2018-01-11,0,0,2
3895575,1000343,22.04931506849315,F,Black,2018-04-20,0,0,2
7552078,173473,50.16712328767123,M,Black,2016-01-16,0,0,0
5913001,6614,25.3972602739726,M,White,2017-04-09,0,1,0
6891149,3074655,58.4,M,Asian,2016-07-04,0,0,0
6101374,3103734,23.493150684931507,M,mixed,2017-02-17,0,0,0
6370773,3909,47.17260273972602,M,White,2016-12-01,1,1,1
4635194,6851,26.76986301369863,M,White,2017-12-16,0,0,0
6566103,1792449,61.81917808219178,M,Black,2016-10-05,0,1,0
7464288,1499680,24.88767123287672,F,Black,2016-02-15,0,0,0
5161682,21966,40.01095890410959,M,White,2017-09-18,0,0,1
6533628,992260,46.2054794520548,F,Black,2016-10-16,0,0,0
5118851,2556504,39.15068493150685,F,White,2017-09-26,0,0,0
6725060,65964,24.34794520547945,M,Black,2016-08-20,1,0,0
7364521,911310,44.536986301369865,M,Black,2016-03-10,1,0,0
7151446,1569464,47.4986301369863,F,Black,2016-05-08,0,1,0
7017218,162419,33.38082191780822,M,Black,2016-05-25,0,0,0
4354694,92254,25.13150684931507,M,Black,2018-02-11,0,0,0
7485908,1119846,19.312328767123287,M,Black,2016-02-08,1,0,0
6053989,571225,53.654794520547945,M,Black,2017-03-02,0,1,0
7408280,960754,23.98630136986301,M,Black,2016-02-27,0,0,0
12005419,20799,47.68493150684932,M,White,2018-01-06,0,0,0
6446041,1628013,25.389041095890413,F,Black,2016-11-11,0,0,0
3493710,1023093,18.852054794520548,M,Black,2018-07-04,0,0,0
3775181,1633210,26.731506849315068,M,Black,2018-05-13,0,0,0
4871957,2778,29.649315068493152,M,mixed,2017-11-05,0,0,0
7005244,1130673,25.65205479452055,M,Black,2016-05-28,1,0,1
6946113,1688253,33.14246575342466,M,White,2016-06-15,0,0,0
6701778,42402,32.106849315068494,M,White,2016-08-27,0,0,0
6940518,3352529,19.676712328767124,F,White,2016-06-17,0,0,0
6515483,92220,61.131506849315066,M,,2016-10-20,0,0,0
4328012,1985162,36.55342465753424,M,White,2018-02-15,0,0,0
7539079,1602754,32.87123287671233,F,Black,2016-01-21,0,0,0
6809493,306222,24.671232876712327,M,Black,2016-07-26,0,0,0
7542921,228162,39.77534246575343,F,mixed,2016-01-20,0,0,0
6710623,2080856,50.40547945205479,F,White,2016-08-24,0,0,0
6984750,1059734,27.78904109589041,F,Black,2016-06-04,1,0,1
3625742,994193,34.90958904109589,M,mixed,2018-06-10,0,0,0
2563302,300361,25.852054794520548,M,Black,2018-12-11,1,0,0
7291921,848761,30.10410958904109,M,White,2016-03-31,1,0,3
3076203,9044,21.186301369863013,M,Black,2018-09-04,0,0,4
5180076,1713630,23.065753424657533,M,White,2017-09-14,0,0,0
6434678,1762278,30.42465753424657,M,White,2016-11-15,0,0,0
12005344,14260,19.30958904109589,M,,2018-01-15,0,0,0
6494293,8933,50.36164383561644,M,Black,2016-10-26,1,1,0
6659636,41664,31.375342465753423,F,White,2016-09-08,1,1,0
7144592,2938538,42.79178082191781,F,White,2016-05-10,0,0,0
6759183,79024,37.75616438356165,M,Black,2016-08-10,0,0,0
6289055,81431,34.40821917808219,M,Black,2017-01-01,0,1,3
4796664,25060,25.947945205479453,F,Black,2017-11-19,1,0,0
5143947,91724,29.24109589041096,M,Black,2017-09-21,0,0,0
7030740,1439871,30.698630136986303,M,White,2016-05-20,1,0,2
7162955,1134876,42.97808219178082,M,Black,2016-05-04,1,0,0
4780246,1516491,29.389041095890413,M,Other,2017-11-20,0,0,0
6835425,667567,50.54246575342466,M,Black,2016-07-18,0,0,0
5014551,1571572,39.394520547945206,F,Black,2017-10-14,0,0,0
5674108,923399,28.167123287671235,F,Black,2017-06-06,0,0,0
2901631,88044,58.2958904109589,M,Black,2018-10-08,0,0,0
7165449,483280,21.66575342465753,M,White,2016-05-03,0,0,0
2869394,1585223,51.11506849315069,M,Black,2018-10-12,1,0,0
7216276,724047,61.32054794520548,F,Black,2016-04-19,0,0,0
4981381,746888,47.06575342465754,F,Black,2017-10-20,0,0,0
6935981,318135,34.8054794520548,M,White,2016-06-17,1,1,0
5707539,3354887,19.42465753424657,F,White,2017-05-30,0,0,0
3490313,786744,52.75616438356165,M,Black,2018-07-05,0,0,0
2670602,922002,66.56164383561644,M,Black,2018-11-19,0,0,0
5665899,50827,21.778082191780825,M,Black,2017-06-08,1,1,0
6725485,2129116,24.04931506849315,F,Black,2016-08-19,0,0,0
4840593,56320,35.95890410958904,M,Black,2017-11-11,0,0,0
6995889,131507,31.076712328767123,M,mixed,2016-06-01,0,0,0
5819314,1308319,19.27671232876712,M,Black,2017-05-02,0,0,0
4762721,540187,52.85205479452055,M,Black,2017-11-24,0,0,0
5585793,239629,27.71780821917808,M,Black,2017-06-27,1,1,0
7398258,10066,45.61917808219178,M,Black,2016-03-01,0,0,0
5067540,1009066,20.96712328767123,M,Black,2017-10-04,0,0,2
7276076,2248903,33.21095890410959,M,White,2016-04-04,0,0,0
3129407,1431369,38.81917808219178,M,Black,2018-08-24,0,0,0
7395386,1609935,41.40547945205479,,,2016-03-02,0,0,0
5035688,2570957,27.24931506849315,M,White,2017-10-11,0,0,0
6097506,1643235,24.534246575342465,M,White,2017-02-18,0,0,0
4559816,23784,26.156164383561645,F,White,2018-01-03,1,1,0
5195856,73796,30.24383561643836,M,Black,2017-09-12,0,0,0
7462166,75450,53.10410958904109,M,White,2016-02-16,0,0,0
5319741,24391,32.3013698630137,M,Black,2017-08-21,0,0,0
5697246,15340,39.5972602739726,M,White,2017-05-31,1,0,1
4452127,990237,21.10958904109589,F,Black,2018-01-24,0,0,0
6058937,984444,24.95890410958904,M,White,2017-03-01,0,0,0
3455754,1987171,49.12054794520548,M,White,2018-07-11,0,0,0
4314675,78499,35.8,M,Black,2018-02-19,0,0,0
5784691,1800486,33.04383561643836,M,White,2017-05-11,0,1,0
7349807,1805696,29.40821917808219,F,White,2016-03-15,0,0,0
5757564,47004,55.87123287671233,M,Black,2017-05-18,0,0,0
7061405,1113786,21.46027397260274,F,Black,2016-05-13,1,0,0
4448872,27558,37.512328767123286,M,Black,2018-01-25,0,0,0
5150392,43443,20.756164383561643,M,Black,2017-09-20,1,0,0
6650503,3249428,32.221917808219175,M,Black,2016-09-10,0,0,0
5170311,336042,55.30684931506849,M,White,2017-09-15,1,0,0
6576617,1463249,18.054794520547944,F,Black,2016-10-02,0,0,0
2710557,293396,37.70958904109589,M,White,2018-11-12,0,0,0
3892526,1499514,37.345205479452055,F,Asian,2018-04-21,0,0,0
6386392,932315,22.084931506849315,M,Black,2016-11-26,1,1,0
7457196,2881955,35.83561643835616,F,White,2016-02-17,0,0,0
3586404,1662696,64.6109589041096,F,,2018-06-18,0,0,0
3882249,57158,29.983561643835618,M,Black,2018-04-23,0,0,0
5374331,1710539,57.17260273972602,M,White,2017-08-10,0,0,0
6836725,26204,61.276712328767125,F,mixed,2016-07-17,0,1,0
6623308,3667430,48.88767123287671,M,Black,2016-09-19,0,1,1
7553479,1567151,36.89041095890411,M,,2016-01-15,0,0,0
3388991,1003853,42.69041095890411,M,White,2018-07-23,0,1,1
4283852,1543625,56.85753424657534,M,Black,2018-02-25,0,0,0
4816008,53882,37.16164383561644,M,White,2017-11-15,0,0,0
4284534,33253,24.306849315068494,M,Black,2018-02-25,0,1,0
5998375,339988,56.57534246575342,M,,2017-03-17,0,0,1
5970690,2593687,26.736986301369864,M,White,2017-03-27,0,0,0
5168153,738991,30.04109589041096,M,mixed,2017-09-17,0,0,0
6232325,964750,43.64383561643836,M,Black,2017-01-16,0,0,0
6486363,1021244,35.78904109589041,M,Black,2016-10-29,0,0,0
5057571,66046,24.473972602739725,M,Black,2017-10-06,1,0,0
4599087,742996,46.87945205479452,F,,2017-12-24,0,0,0
5937027,3389950,18.304109589041097,M,White,2017-04-02,0,0,0
3371268,360339,33.865753424657534,M,Black,2018-07-25,0,0,0
6068520,1162141,24.991780821917807,M,Black,2017-02-27,0,0,0
6746136,358458,28.85753424657534,M,mixed,2016-08-13,0,0,0
7002347,2582339,28.726027397260275,F,White,2016-05-31,0,1,0
5662902,2952316,61.33698630136986,M,White,2017-06-09,0,0,0
6577733,1127882,26.84931506849315,F,White,2016-10-01,0,0,0
6778366,41991,24.93972602739726,M,White,2016-08-05,1,1,0
7028913,2835694,43.30684931506849,M,White,2016-05-21,0,1,0
6478529,27249,22.87945205479452,M,Black,2016-11-01,0,0,0
